text|label
Nu, mówię tak: czekajcie; wszak dwór Soplicowa|mickiewicz
Czy już byłeś u Płuta? czyś się z nim naradził?>>|mickiewicz
Trzy plemiona w niej, każde w gmin dzieli się cztery,|wergiliusz
I mgłę muskał, wygładzał, rozściełał na błonie;|mickiewicz
Gdy tylko szał jej ustał i porywcze słowa,|wergiliusz
Nie dozwoli. Zbyt wielkiej, według bogów, chwały|wergiliusz
Wbrew losom, czy na brzegi Italii wypada|wergiliusz
Tabakierkę, kichaniem melodyję zmieszał|mickiewicz
Co palmy bliskim będąc, ostatniej nagrody|wergiliusz
Wraz w pierś, duszy siedlisko, miecz wraził mu nagi.|wergiliusz
Lapitom wielkoludom; Kalidon był zdany|wergiliusz
Wypełni zaraz druhów gromadka wesoła.|wergiliusz
Los pokaże go ziemi, lecz na niej mu zostać|wergiliusz
430 Jaką miała sukienkę, jaki strój na głowie,|mickiewicz
Dymiące z potu konie i nie szczędzi nagan|wergiliusz
Ukrywać; on tymczasem, gdy zacna Dydona|wergiliusz
Uciekać — nie spostrzega rydwanu ni siostry…|wergiliusz
<<Przez wszystko, co jest świętym, na klęczkach błagamy Hrabio,|mickiewicz
Królowa, skoro z wieży ujrzała brzask rana,|wergiliusz
640 Ale stryj nagle pierwsze zamiary odmienił,|mickiewicz
Oto Pryjam! Zasługa bywa nagrodzona,|wergiliusz
Sam Pik, kij kwirynalski w dłoni dzierżąc gruby,|wergiliusz
Odgłos nie smutny wcale ani pogrzebowy,|mickiewicz
Tadeusz milczkiem za nią na grzyby pośpieszył.|mickiewicz
W pośrodku łodzi Mnestej druhów, krzycząc w szale,|wergiliusz
Jak sądzę i jak raczej zwiastują mi bogi —|wergiliusz
Błysła zakapturzona, chuda twarz Robaka;|mickiewicz
Dzielny Messap wspomoże cię, Latynów rzesza|wergiliusz
Jak trojańskie dostatki i tron opłakany|wergiliusz
Zwodzimy, wielu Greków wpędzamy do piekła:|wergiliusz
Tu Hekuba i córki przy ołtarzy zrębie,|wergiliusz
Ucho Zosi rozróżnia śród tysiąca gwarów|mickiewicz
Tam dla rozerwania się zaczął grać w drużbarta|mickiewicz
Bo gdyby dar Minerwy święty wasze dłonie|wergiliusz
W starszyzny gronie. Potem nad żarem zarzewia|wergiliusz
Stroją na nowo struny i probując brzęczą;|mickiewicz
Gazetę im pokazał wyprutą z szkaplerza;|mickiewicz
Patrzcie, jak błyszczą oczy, jaka duma w czole!|wergiliusz
Ptastwo skryło się w lasy, pod strzechy, w głąb trawy; Tylko|mickiewicz
Pną się Grecy, tarcz wznosząc ponad lewe ramię|wergiliusz
I Giedymina, kiedy na Ponarskiej górze,|mickiewicz
Zwłaszcza że z Dobrzyńskimi byli z dawna w zwadzie.|mickiewicz
Orsylocha, ucieczką drażniąc jego gniewy,|wergiliusz
A kto schyla się ku nim, gdy błąd swój obaczy,|mickiewicz
Błysła w tym gęstym gaju, gdy wróżby znaczenie|wergiliusz
Tu z całej liczby siedem swych łodzi tułaczy|wergiliusz
Miotał się jako szczupak, gdy się w piasku rzuca,|mickiewicz
Z ksiąg obcych wyuczył się gospodarstwa sztuki|mickiewicz
Cokolwiek na nas spadnie. — Słów mych siła żadna|wergiliusz
Niech dzięką i nagrodą cię godną uwieńczy,|wergiliusz
Wszystko ważąc wśród deszczu trwożnych oszołomień:|wergiliusz
Pleban, co pacierz mruczał lub w warcaby grywał,|mickiewicz
260 Ćwierć godziny wrzał hałas, gdy nad tłum wrzeszczący, Ze|mickiewicz
się natychmiast pod chorągiew wojewódzką.|mickiewicz
Pędzony niepojętą, instynktową mocą.|mickiewicz
Jakimże prawem chciałbym zerwać to zamęście|mickiewicz
Tak zwyczaj chce, i smutne otworzyć bramice.|wergiliusz
Ich stado, z wrzaskiem szpony krzywymi rwie jadło,|wergiliusz
I Sędziemu pogroził, Wojski głowę zwrócił,|mickiewicz
By w ziemi tej me miano nie było w niesławie;|wergiliusz
Na krew ludzką; broń Boże! chciałem was zabawić,|mickiewicz
430 Okryły grzędy jakby kobiercem fałdzistym.|mickiewicz
Tak Hrabia był ostróżny, choć go nikt nie śledził;|mickiewicz
Samaż, smutna, nie zaznasz od młodych lat proga|wergiliusz
Latyni wzrok ku tobie wznoszą! — Latyn nie wie,|wergiliusz
Jak guślarze; zdają się witać wschód miesiąca,|mickiewicz
Ksiądz Robak o tym gadał, wszakże wszyscy wiecie?>>|mickiewicz
Jęk donośny fal słychać, co rwą się ku skałom,|wergiliusz
Córki mej, miał być mężem, na zgon wydam pewny?|wergiliusz
Zwracając konie, pędzą ku murom. Nikt zgoła|wergiliusz
Na wielem się odważył, na więcej odważę!|mickiewicz
By ku murom gromadę wojsk zwrócił zwycięską|wergiliusz
Z Latynów rodu, z prośbą o przymierza związek.|wergiliusz
A już, w szyk wiążąc statki, Argiwów huf zdradnie|wergiliusz
Wypędzon z ziem ojczystych, by szukać korony|wergiliusz
W wojsku polskim, teraz stryj ten rozkaz powtórzył:|mickiewicz
    «Turnie, gdy słuszną ufność jest mężnego łona,|wergiliusz
Urodzonych tu wszystkich obecnych świadectwo|mickiewicz
Na nowo: gdy różnymi czczą kopiec obchody,|wergiliusz
Nareszcie Podkomorzy dał rozkaz podróży.|mickiewicz
Coś odkryję, i tak się oba poprzyznajem>>.|mickiewicz
Zrywa się ze snu, druhów budzi na trud żwawy:|wergiliusz
I tak usnął ostatni Klucznik Horeszkowa.|mickiewicz
Są łzy rzeczy — i wzrusza człowieczy ból łona!|wergiliusz
Biły czołem, długimi kręciły ramiony|mickiewicz
Tartarskich pól, Plutona głębokie krainy|wergiliusz
<<Ach, jegry! wołał Ryków, cała rota skłuta!|mickiewicz
Runęli wraz. — Amastra, Hippotasa dziecię,|wergiliusz
Zmierzyła jego postać kształtną i wysoką,|mickiewicz
Wzniośli wzrok Italczycy: wszystko ptactwo nagle|wergiliusz
Idajskie widać chóry, głos straszny grzmi w łunie,|wergiliusz
Do woli; gościem będziesz pośród naszych domów».|wergiliusz
Uszu i ręce do nich jak trąbki przyprawił,|mickiewicz
Patrząc we drzwi kaplicy, odkrywają głowy:|mickiewicz
Spinała w węzeł — w pędzie wiatr z chrzęstem nim miota;|wergiliusz
Nie szukać prawodawstwa w drukarskich kramarniach|mickiewicz
<<Soplicy Horeszkowie odmówili dziewkę!|mickiewicz
    Stąd dalej śpieszą. Łany nawiedzą spokojne,|wergiliusz
Prawda, że się wywodzim wszyscy od Adama,|mickiewicz
Naprzód zacząć od władzy; skoro pojmiem władzę,|mickiewicz
Siedziały chłopy, chłopki, tudzież szlachta drobna,|mickiewicz
Bo nie wprzód można przebyć brzeg strasznej otchłani|wergiliusz
Jak dwie strzały złożone na jednej cięciwie.|mickiewicz
    Skoro wszelkie spełnilim śluby, gdy czas nagli,|wergiliusz
I wino krwi plugawej rozblaski rozpostrze;|wergiliusz
Jużci sukienka broni cię przed Scyzorykiem.|mickiewicz
Z dozorcą, potem Sędzia szedł z Podkomorzyną,|mickiewicz
Noc je z burzą od nocy czarniejszą zaciemnia.|mickiewicz
<<Dobrze, mój Tadeuszu (bo tak nazywano|mickiewicz
Żywi oraz Amazen. Nie wszędzie migoce|wergiliusz
Widać przecież, pomimo tak zręczne łudzenie,|mickiewicz
Piersią; odrastające nie spoczną wnętrzności.|wergiliusz
Za każdym razem czarny kaszkiet w trawę padał|mickiewicz
Gdy przy tańcu śpiewano: <<Wiwat Król kochany!|mickiewicz
Pomocą stała zawsze. Gdy wylan na zdrady|wergiliusz
Za tymi jeziorkami już nie tylko krokiem,|mickiewicz
To jakie Diomeda konie? Jaki Achil?|wergiliusz
Jak na zdobytych wałach ostatni strzał działa,|mickiewicz
Zlecenia i szeroko obsadzać brzeg strażą.|wergiliusz
Paść mogła, którą z działów wyrwała moc boża,|wergiliusz
Żem jedną rzeź i grodu szturm musiał przenosić.|wergiliusz
Ozdoby czół marsowych: dziś Wenery ptaki,|mickiewicz
Tylko otwarta wojna albo pojedynek.|mickiewicz
Gdy nowy gość zajechał na dziedziniec dworu.|mickiewicz
I z góry tak uderzył w grzbiet Rosyjanina,|mickiewicz
Sak prawą ręką szturmak wymierza, a lewą|mickiewicz
Niżeli narodowych! Kto to już zrozumie!|mickiewicz
I chołodziec litewski milczkiem żwawo jedli.|mickiewicz
Człowiek stary, lecz krępy i bardzo pleczysty.|mickiewicz
legalnie tradował lub w posesję oddawał. Taka egzekucja zbrojna|mickiewicz
Na męże, grozę, strzały — i skargę śle skorą:|wergiliusz
Już jest bliskie zwycięstwa; tam walczył Kropidło|mickiewicz
On krok zwalnia, oczyma jej spójrzenie śledzi|mickiewicz
Na wyścigi toń wiosły tłukąc bez odwłoki. —|wergiliusz
A choć ledwie dwadzieście godzin był w urzędzie,|mickiewicz
I wyrwać chce żeleźce ostrymi obcęgi:|wergiliusz
Włóż nań: zniszczyć to wszystko, co przyniósł mi w darze|wergiliusz
W szybkim pędzie, z daleka rzuciwszy dziryty,|wergiliusz
<<Nie drwijcie, rzekł, z Robaka; znam go, to ćwik klecha, Ten|mickiewicz
A pan Sędzia to nie jest żydek na arendzie,|mickiewicz
Tak wraz przymaszerują, stoją jak umyślnie.|mickiewicz
I siostrzenicę wszystkim z kolei przedstawia:|mickiewicz
Stanęła Podczaszyca dwukolna dryndulka,|mickiewicz
Nabrała mocnych, żywszych niż zwykle rumieńców.|mickiewicz
770 I z trzaskiem jął wyrywać ołowiane rury,|mickiewicz
Dziś człowieka nie pytaj: co zacz? kto go rodzi?|mickiewicz
Przyszlim i w port przyjazny wstąpilim bez ujmy.|wergiliusz
<<Co to jest?>> pyta. Hrabia szpadą nad nim mignął,|mickiewicz
Wylewając krew usty runął, krwią zalaną|wergiliusz
Bliskiej wojny! O modły, których nie spełniono,|wergiliusz
    Pewnie dola Pryjama obejdzie cię krwawa:|wergiliusz
Tak to nauka sama z latami przychodzi>>.|mickiewicz
Strach wam turmy! czyż to ja wzywam na rozboje?|mickiewicz
Dziwną i wielką nowość, że była kochana.|mickiewicz
Znanymi dobrze ścieżki skoczą jeźdźcy w pędzie|wergiliusz
Jeśli z miłości nie dbam, choćby mię odkryto,|mickiewicz
Numidzi, co rumakom nie kładą wędzidła —|wergiliusz
I Kocytu fal czarne objęły zwierciadła.|wergiliusz
Mszcząc dziady i Minerwy zgwałcone świątynie. —|wergiliusz
mówca spojrzawszy bystro, dość dwie słowie,|mickiewicz
Wzdychając ciężko, z piersi te rzucił on słowa:|wergiliusz
Scyzoryku. - Kniaziewicz udarowany. - Pierwszy akt urzędowy|mickiewicz
Panienka wie, że drogą trzeba wkoło krążyć,|mickiewicz
Kłosy nad Hermem albo na licyjskim łanie|wergiliusz
Młodzież śluby zajmują i rozdział pól nowy,|wergiliusz
U mnie jest kapitański mój żołd lada jaki,|mickiewicz
700 Przeciwko zgodzie tonów skonfederowany;|mickiewicz
Wszak go papież namaścił, żyją z sobą w zgodzie|mickiewicz
Ach! Furie mnie unoszą! To wieszczek Apollin,|wergiliusz
Tych w przestwór niesie, tamtym, rozdarłszy toń do dna,|wergiliusz
Przed pierwszym szykiem mnóstwo obelg i prze­chwałek|wergiliusz
W zbytkach z sobą przez zimę, jak długa jest, błądzą.|wergiliusz
Z tej czary złotej zlewał sam Anchiz ołtarze,|wergiliusz
I liśćmi: — Prozerpiny krzew święty; głęboki|wergiliusz
Ze strony boga: bowiem zabiwszy Geriona|wergiliusz
Odwróciła cios; oszczep w bliskiej utkwił bramie.|wergiliusz
Chwałę: jakieć w Italii czekają potomki,|wergiliusz
Chce zbadać, aby druhom to odnieść do łodzi.|wergiliusz
Nie działo się w Dobrzynie nic bez Maćka rady.|mickiewicz
Prawą rękę poważnie na zegar położył,|mickiewicz
570 Wyszedłeś na brzeg puszczy, gdzie się las przerzedził, I tam|mickiewicz
    »O światło Troi, Teukrów nadziejo jedyna,|wergiliusz
Ale nim odszedł, spojrzał przez otwór strzelnicy|mickiewicz
Przepisał wszystkich strzelców powiatu? O wstydzie!|mickiewicz
słysząc, że radzą, głosować pośpieszał.|mickiewicz
Teraz jak martwe, z niemej wyrazem żałoby,|mickiewicz
Żuraw, z dala od stada gdy odprawia czaty|mickiewicz
Spojrzymy: — brud okropny, zarosła w pas broda,|wergiliusz
A wzmagał się w nim coraz tańcowania zapał,|mickiewicz
Ni Alcyd ziem nie zwiedził tych, co przygód skory,|wergiliusz
Ze szczękiem broni ciśnie. Przecież troskę utul:|wergiliusz
Raz wraz rośnie. Wróg zbliża się. — Obłok kurzawy|wergiliusz
Inaczej sądzą bogi; — pod druhów padł groty|wergiliusz
Wiecie, słuch dawno chodzi między zaściankami,|mickiewicz
Nadszedł Alcyd zwycięski, pędząc tędy woły|wergiliusz
Mężczyznom dano wódkę; wtenczas wszyscy siedli|mickiewicz
A z tyłu, pospolicie stykając się z chmielem,|mickiewicz
Twe imię, wodzów greckich pamiętam od młodu;|wergiliusz
Hrabia zsiadł z konia, sługi odprawił do domu,|mickiewicz
Jeżeli zaś pochłonął cię, ojcze nasz tkliwy,|wergiliusz
Kiedy nieboszczyk Pan mój upadał zraniony,|mickiewicz
której Litwini dotąd wielki wstręt mają.|mickiewicz
sita, w gęstych kroplach; wtem rykły pioruny,|mickiewicz
Układać się, wszak Hrabia może nas przeprosić,|mickiewicz
<<Wojny!>> krzyknęli. - <<Jakiej?>> spytał. - Zawołali: <<Wojny|mickiewicz
    Inny też cios Latynom Fortuna zawodna|wergiliusz
Zginąłbyś, obalony przez dardańskie dłonie,|wergiliusz
Stanął Enej, wśród westchnień dodając te słowa:|wergiliusz
Że wyczerpnęli sporu zwyczajne trzy części,|mickiewicz
Dodają pędu razy. — Nie mniej szybko ona|wergiliusz
Godzien tej panny, dla cię tyrs liściem owinie|wergiliusz
Bo takich jak Polifem, co w dom ów zadymion|wergiliusz
I kulista, czarniawym pyłkiem napełniona|mickiewicz
Nie wiadomo. Klucznikiem siebie tytułował,|mickiewicz
Opasany gołębi sznurem na kształt wstęgi|mickiewicz
Z boków, i co się z przodu działo, nie postrzegli.|mickiewicz
I z lekka zarzuciwszy wyloty kontusza,|mickiewicz
Bohater niezrażony, niedostępny trwodze,|wergiliusz
We zbożach, i grabliska suwane po łące|mickiewicz
Bezwładnie zwiśnie głowa, broń z ręki wypada,|wergiliusz
Żałośnie! biegą szczwacze: już leży bez ducha,|mickiewicz
Żeś zmarła, tej boleści nietknięta nawałem!|wergiliusz
Korab, istna Noego czworogranna skrzynia,|mickiewicz
Ukarze, piękną wolność wciąż mając na względzie,|wergiliusz
Umilkł wreszcie i spoczął, skończywszy swe słowa.|wergiliusz
Broń Latynów, na głowę tyrreńską czerń pogrom!|wergiliusz
Uśpieni kół tarkotem, ledwie staną osie,|mickiewicz
Zwano go kaznodzieją, że zbyt lubił gesta).|mickiewicz
Tak i Tadeusz ciągnął za sobą zgryzoty,|mickiewicz
Pożary? I nie może osiąść na swej ziemi|wergiliusz
Aż Saka, syna swego, postrzega w natłoku.|mickiewicz
Tak ptasznik patrzy w sidło, kędy szczygły zwabia,|mickiewicz
W Litwie jest zakazane pojedynkowanie,|mickiewicz
Badając, czy nie weszła w domowe poddasza,|wergiliusz
Zadziwią wodza gmachy, przed laty rząd chałup;|wergiliusz
    Tu srogą śmierć twą, chłopcze, i szlachetne dzieła|wergiliusz
Przeszył pasterz i lotny zostawił bełt w ranie,|wergiliusz
760 I <<Pax, pax, pax vobiscum ! krzyczał, pokój z wami!>>|mickiewicz
W samotności, jak róża śród lasów rozkwita;|mickiewicz
Cybele śpieszy pożar odwrócić od łodzi.|wergiliusz
Co knuje, czego dopiąć chciałby w swojej dumie,|wergiliusz
Bronią Parki, Saturna córa głosić nie da.|wergiliusz
Z bliska witać i poznać chce, czemu przybywa.|wergiliusz
Kraj lat dziecinnych! On zawsze zostanie|mickiewicz
Zwykle chodzą w drylichach albo perkaliczkach,|mickiewicz
                        Z jęczeniem druhy niepowszedniem|wergiliusz
560 Cofa się, rzuca rannych; Chrzciciel ich dobija.|mickiewicz
Chronią się; pierwsza Ziemia i swachna Junona|wergiliusz
I mrugając powtarzał: <<Pro publico bono!>>|mickiewicz
Ochrzczony Kropicielem od wielkiej maczugi,|mickiewicz
Pojadę tam dla sprawy; razem ułożymy,|mickiewicz
Ja jestem tobie wdzięczen, ale niepodobna|mickiewicz
Ale dziś muszą znowu ustąpić boginie:|mickiewicz
Iż ten urząd na zamku przed laty piastował.|mickiewicz
Jakżem ciebie nie poznał po owym wystrzale,|mickiewicz
Im obficiej wśród bojów przelana krew tryska.|wergiliusz
O posążki się bogów troszcz, zajmuj chramami,|wergiliusz
Pierwszy raz widział zamek z rana i nie wierzył,|mickiewicz
Kroczymy wśród Danajów, od bóstw opuszczeni,|wergiliusz
Wyprzedza: część jej dziobem prze «Prysta» zuchwale.|wergiliusz
Rzekłbyś, że niebo śnieżna zakryła zawieja…|wergiliusz
Wielkiego Eneasza. Jękła pod ciężarem|wergiliusz
Wiesz, że pan Jacek, brat mój, Tadeusza ociec,|mickiewicz
    Jak przez psy z gór wysokich ruszony dzik spory,|wergiliusz
Przerwałem chwile dumań: winienem ci chwile|mickiewicz
Tak pracują Kropiciel i Brzytwa pospołu,|mickiewicz
Biegł w nim Demolej, płosząc blednące Trojany…|wergiliusz
Dnia od nocy na niebie, wśród mgły, co się kłębi,|wergiliusz
Skoki pod nim sterczały, jakby cztery pręty,|mickiewicz
Niesiona wichrem. Niegdyś gród Ardeją zwano,|wergiliusz
Nad wzgórzami — grzmi rzeka i Azji w oddali|wergiliusz
Nie cofnąć się — znienacka wywołuje nie kto|wergiliusz
«Najlepszy z Grajów! Ciebie dziś losy mi każą|wergiliusz
omyłki. - Karczma. - Emisariusz. - Zręczne użycie tabakiery|mickiewicz
ten, bez obowiązków, stał się tytularnym. W Litwie jest|mickiewicz
Jak po linie, ni w prawo, ni w lewo nie zboczy;|mickiewicz
Ja sam lat dziesięć byłem dworskim Wojewody,|mickiewicz
Stąd drżą, pragną, boleją, cieszą się, ze ślepych|wergiliusz
Przysiągłem: kto Horeszków krwi kroplę wysączył...>>|mickiewicz
Tak z Borzdobohatymi pogodził się Łopot,|mickiewicz
Już wnurzał w toń Hiberu — dzień mroki spędzały.|wergiliusz
Porządkował w pamięci i dopełniać umiał;|mickiewicz
Halabardą bój toczą, stłoczone we wirze|wergiliusz
Pan słaniając się palcem ukazał na bramę.|mickiewicz
Świeciła się ponuro, żółtawo-czerwona;|mickiewicz
Z druhami, synem, z bóstwy i penaty płynę.|wergiliusz
Nasyca, podziwieniem zdjęty w głębi łona,|wergiliusz
Że ruszy huf ku brzegom tyrreńskiego króla.|wergiliusz
Kiedym szablę dostawał, to kilka tysięcy|mickiewicz
Ze szczytu wytryskają krużganku krawędzie,|mickiewicz
Nawykły dotąd ścigać płochliwego zwierza,|wergiliusz
Alcyd wstąpił, ten domek go przyjął ubogi.|wergiliusz
Lataga wyłamanym z gór ogromnym głazem|wergiliusz
    Gdy ujrzał syn Anchiza lice, które drgało|wergiliusz
Kuli, którymi w grody ów niesie strach blady,|wergiliusz
Rzekł i skórę kudłatą getulskiego lwiska|wergiliusz
Lecz wszystkie odbił złoty naczółek puklerza.|wergiliusz
Bo nawet wozy, w które już składać zaczęto|mickiewicz
Wyrwać go? Czy w tłum wrogów, nieustraszon zgoła,|wergiliusz
śmieszże odmówić? proszą ciebie damy;|mickiewicz
Ale od bitwy, w której dziedzic zamku zginął,|mickiewicz
Złowiłem go, a zatem za uszy i kropię;|mickiewicz
Nie mogłam, matka, słowy cię żegnać tkliwemi!…|wergiliusz
W mym domu wiecznie będzie jego pamięć droga,|mickiewicz
Hełm zwisnął na gałęzi, broń leży na łące,|wergiliusz
    Tymczasem dom potężny Olimpu się budzi.|wergiliusz
220 Zabawić się i wypić przyszli do Jankiela.|mickiewicz
<<Po coś Waść, krzyknął Robak, do tych ruin łaził?|mickiewicz
To palcem, to pałeczką ze słoniowej kości.|wergiliusz
Zmilknie bydło przelękłe, jałowic gromada|wergiliusz
Jak wprzód kochał, me prośby spełniłbyś na pewno,|wergiliusz
Oskarżaj mnie, Drancesie, gdy tak wielkie ścielesz|wergiliusz
Nie milczeć i żuć: czy my ojce kapucyni?|mickiewicz
    Na to Priamid: «Niczegoś nie zaniedbał, miły,|wergiliusz
Bo wszakże zdarzało się już nieraz na świecie,|mickiewicz
Bo własną w dawnym kraju jej kryje mogiła:|wergiliusz
prowincjach od roku 1800 do 1812. Najwięcej młodzieży przebrało|mickiewicz
Ojca Podkomorzego, Mościwego Pana|mickiewicz
Półokrągłe otwory, w te otwory wtyka|mickiewicz
Dwa węże i Gorgonę, co dziki wzrok miota|wergiliusz
550 Zasadza się, a Saka gestami przyzywa.|mickiewicz
Wreszcie, złaman natręctwem Ulissa krzykacza,|wergiliusz
Pod bramy drudzy pędzą i sieką obrońce,|wergiliusz
Trzy hufce chłopiąt; po czym na nowy znak, rączo|wergiliusz
Idąc w bitwę! Nie zginiem dzisiaj niepomszczeni!« —|wergiliusz
Wy ucztę, Tyryjczycy, święćcie z głębi łona!»|wergiliusz
To mówiąc tabakierę podawał starcowi.|mickiewicz
Na krańcach oceanu, gdzie słońca blask kona,|wergiliusz
Której nigdy nie rzuca w domu i w podróży.|mickiewicz
    «Niebianie wielcy! Czemuż, me zdanie niebacznie|wergiliusz
Co Febowi sam Jowisz, mnie Febus Apollo|wergiliusz
Sydoński; niegdyś chłopcu go Dydo wspaniała|wergiliusz
Znowu wzrok mu skleił się, zadzwoniło w uszach -|mickiewicz
To jest w pałacach wiejskich (dacza wioskę znaczy).|mickiewicz
Zwali, potem Lataga z trwożnym Palmem razem:|wergiliusz
                        Tutaj Pallas młody,|wergiliusz
I na wszelkie przygody narazić się śmiało.|wergiliusz
Cała zielna domowa apteka Wojszczanki.|mickiewicz
Wydarzeń pieczą ojców chronion przez czas długi:|wergiliusz
Bezładnością opieki, wyrokami sądu,|mickiewicz
Wszyscy jedynogłośnie, jak na dane hasło,|mickiewicz
Zwątlą razy; z włóczniami prze Trojan nawała|wergiliusz
Że z tych niewczesnych bojów złe wynikną skutki;|mickiewicz
110 A chodzisz i ruszasz się jak parafijanka.|mickiewicz
Poznałem tego łotra Soplicę! poznałem!|mickiewicz
    Tyren włócznią z przeciwka prze na Akonteja:|wergiliusz
A innych z dala trzyma od piasku wybrzeży.|wergiliusz
I różne głosy słyszy nieznajomych osób,|wergiliusz
Lub nad miłą Atezą, cień miecąc daleko,|wergiliusz
Kochany Tadeuszku i Wielmożny Grafie;|mickiewicz
Na Kapitol, pobiwszy na głowę Achiwy.|wergiliusz
Cieszył ich i rozrzewniał ten śpiew narodowy.|mickiewicz
Prócz tego, jeśli na coś Helena się zdały|wergiliusz
Pochyliwszy konary mchem kołtunowate|mickiewicz
To z dzieciństwa; wiem teraz, że mnie miasto nudzi;|mickiewicz
Napieściłaś się! Zosiu! patrząc, serce boli;|mickiewicz
    Na te słowa wysłańców zawrzał niespokojnie|wergiliusz
Jakieś oczekiwanie tęskne i radosne.|mickiewicz
I imię obranego urzędnika głoszą.|mickiewicz
I jąkał się jak żaczek przed nauczycielem.|mickiewicz
Po tym miejscu biegało domysłów tysiące,|mickiewicz
Możnymi zioły Feba daremnie ból zarzec|wergiliusz
Gałązkę podziwiając, co z czarów jest sławna,|wergiliusz
W Hesperii wnijdziesz ziemię, gdzie żyzny łan orze|wergiliusz
Z głośnym jękiem rozpaczy łzami zlewa lica,|wergiliusz
20 Między liście łopuchu, na rękach, po trawie,|mickiewicz
Starzy Litwini wiedzą o rydwanie owym,|mickiewicz
Wszak Hrabia wygrał, zyskał dekretów niemało;|mickiewicz
390 Dziś otwiera się nowa i dla mnie epoka!|mickiewicz
I ustawić co prędzej w pośrodku zamczyska,|mickiewicz
Nim zaczął gadać, długo śmiał się: <<Cha, cha, cha, cha, Kłaniam,|mickiewicz
Już bowiem pozorami gardząc i pogłoski,|wergiliusz
Szturm i rzeź. - Gerwazy piwnicznym. - Uczta zajazdowa.|mickiewicz
Co nas, resztki Danaów, przez morskie bezedna|wergiliusz
Do Auzonii. Więc próżno my wróżbie wierzyli?»|wergiliusz
Zwykli byli Dobrzyńscy żyć o łatwym chlebie.|mickiewicz
850 Woźny pas mu odwiązał, pas słucki, pas lity,|mickiewicz
Dwóch zębów braknie w ustach; na czole, na skroni|mickiewicz
    «Dziewico, córko Nocy, daj pomoc łaskawie,|wergiliusz
Zawsze instynktem, co jej do twarzy przypadnie),|mickiewicz
Odpędza, wpadający chciwie na przysmaki;|mickiewicz
Niosą potem i szaty purpurowe na nie|wergiliusz
I głośne, ale czyny ciche, użyteczne,|mickiewicz
Z ziemi włoskiej stara się przyciągnąć do Polski,|mickiewicz
Że nie o siebie trwoga przejęła mnie dzika,|wergiliusz
Co się tyczy dawniejszych z Soplicami sprzeczek,|mickiewicz
    Więc ojciec Enej: «Chłopcy, pewnymi zostaną|wergiliusz
Jutro odbyć się mają trzech par zaręczyny,|mickiewicz
Połączym; wnuki o tym niech mają staranie!«|wergiliusz
Do domu niosą słudzy bladego, bez siły.|wergiliusz
I z kartą podniesioną, do bicia gotową,|mickiewicz
    Tak oni między sobą spór wiedli niemały,|wergiliusz
Ogromny ołtarz; nad nim, pochylony laty,|wergiliusz
Zbuduję, gdzie twe wróżby i tajne wyrocznie|wergiliusz
O, biedny umysł ludzki, przyszłości nieświadom,|wergiliusz
W środku lśni morza obraz, rzeźbiony bogato|wergiliusz
Z wejrzenia już okropny, nieprzystępny w mowie|wergiliusz
Czy z losu hufiec Teukrów znosi oblężenie,|wergiliusz
I Pryjam czułby litość! O prawdzie słów szczerej|wergiliusz
Tłumacząc, że gotyckiej są architektury;|mickiewicz
Opadły ręce. — Wszystko zwiedziliby zaraz,|wergiliusz
Kochania się - uciekać od kochanych osób.|mickiewicz
Wtem rodzic, dawnych mężów zbierając podania:|wergiliusz
Splamione gnojem; Enej uśmiał się z młodziana,|wergiliusz
Zawitali! Służyłem ja z nimi przed laty,|mickiewicz
Podobnie na zapasy biegnący byk srogi|wergiliusz
Bardzo, choć tylko parę razy ją widziałem;|mickiewicz
Pewne rzeczy obwieszczam; jak będzie ci danem|wergiliusz
Wznosi się nad tumany jako sęp nad chmury.|mickiewicz
Skradał się, lub zamknąwszy oczy siadał marzyć;|mickiewicz
Ujrzała wskrzeszonego przez Peona zioła.|wergiliusz
Krąg kują, co sam jeden na wszystkie wystarczy|wergiliusz
I nieraz kraj Saturna nowe przybrał imię|wergiliusz
    Gdy mówił, Akwilonem świszcząca nawała|wergiliusz
<<Jak to? rzekł, czyś z rozumu obrana? gdzie? po co?|mickiewicz
Grabowskim, który teraz jest rejmentu szefem,|mickiewicz
A drudzy w głos śmiejąc się krzyczeli: <<Dziewczyny>>; Rejent|mickiewicz
Tak często kłótnia w tłumie porywa się wrąca|wergiliusz
Zbałamucił i teraz uciekasz? młokosie,|mickiewicz
Żaden nie bzyka, leżą wszyscy jak bez duszy,|mickiewicz
Tak wielki dom i spadek miała córka jedna,|wergiliusz
Za chybioną źwierzynę, ileż w waszej ciszy|mickiewicz
    Prowadzą i Aceta, starca, co pięściami|wergiliusz
Na ten strzał, na dnia hasło, pęk ogniów wylata,|mickiewicz
Nim ciebie, wstydzie, złamię, twe prawa zagrzebię!|wergiliusz
I w lasach cisza. Ptaszek zbudzony nie śpiewa,|mickiewicz
Kilku młodych od stołu i pannom służyło.|mickiewicz
— Więc ona ujrzy Spartę i Micen swych niwy,|wergiliusz
Lecą dzbany i głownie. Ucieka sam Latyn,|wergiliusz
Mąć wszystko, wynoś siły niezdolne do czynów|wergiliusz
Niech gada, jaki los go obłąkał zdradziecko. —|wergiliusz
Stoi w chmurach, przez wichry sieczony i burze;|wergiliusz
zaczęli drzemać i poziewać,|mickiewicz
